#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:0012501	2.281	2	0.68471	1	2	119	124	programmed cell death	"fbgn0265487,fbgn0003392"
GO:1902589	12.136	11	0.68667	1	11	998	1158	single-organism organelle organization	"fbgn0001105,fbgn0027329,fbgn0003862,fbgn0011761,fbgn0263197,fbgn0002914,fbgn0260934,fbgn0263667,fbgn0034530,fbgn0003392,fbgn0263391"
GO:0045187	1.107	1	0.687	1	1	31	31	"regulation of circadian sleep/wake cycle, sleep"	fbgn0023076
GO:0051606	4.562	4	0.68733	1	4	283	290	detection of stimulus	"fbgn0034456,fbgn0034457,fbgn0030715,fbgn0024150"
GO:0030833	1.113	1	0.68751	1	1	50	51	regulation of actin filament polymerization	fbgn0003392
GO:0007474	2.264	2	0.68836	1	2	50	53	imaginal disc-derived wing vein specification	"fbgn0011817,fbgn0263667"
GO:0016462	4.625	4	0.69018	1	4	488	522	pyrophosphatase activity	"fbgn0263747,fbgn0016701,fbgn0038205,fbgn0003392"
GO:0048488	1.114	1	0.69069	1	1	39	40	synaptic vesicle endocytosis	fbgn0003392
GO:0016818	4.639	4	0.69243	1	4	497	531	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	"fbgn0263747,fbgn0016701,fbgn0038205,fbgn0003392"
GO:0051493	3.481	3	0.69244	1	3	143	146	regulation of cytoskeleton organization	"fbgn0001105,fbgn0263197,fbgn0003392"
GO:0097367	12.227	11	0.69416	1	11	937	996	carbohydrate derivative binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0034251,fbgn0003392"
GO:0051235	1.131	1	0.69421	1	1	66	72	maintenance of location	fbgn0260934
GO:0004222	1.133	1	0.69423	1	1	78	80	metalloendopeptidase activity	fbgn0259110
GO:0016817	4.655	4	0.69489	1	4	500	534	"hydrolase activity, acting on acid anhydrides"	"fbgn0263747,fbgn0016701,fbgn0038205,fbgn0003392"
GO:1903429	1.105	1	0.69498	1	1	35	35	regulation of cell maturation	fbgn0260934
GO:1902275	1.146	1	0.69592	1	1	105	113	regulation of chromatin organization	fbgn0263667
GO:0007626	4.639	4	0.69719	1	4	177	230	locomotory behavior	"fbgn0023076,fbgn0260938,fbgn0028622,fbgn0034521"
GO:0030178	1.143	1	0.69787	1	1	35	37	negative regulation of Wnt signaling pathway	fbgn0011817
GO:0061572	1.121	1	0.69811	1	1	27	28	actin filament bundle organization	fbgn0263391
GO:0022407	1.079	1	0.69863	1	1	25	27	regulation of cell-cell adhesion	fbgn0260934
GO:0031325	12.247	11	0.69933	1	11	703	761	positive regulation of cellular metabolic process	"fbgn0024187,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0034231,fbgn0263667,fbgn0052369,fbgn0016694"
GO:0023056	6.877	6	0.70077	1	6	355	389	positive regulation of signaling	"fbgn0024187,fbgn0003463,fbgn0260934,fbgn0034230,fbgn0014391,fbgn0003392"
GO:0042332	1.099	1	0.70197	1	1	26	34	gravitaxis	fbgn0011817
GO:0009629	1.099	1	0.70197	1	1	26	34	response to gravity	fbgn0011817
GO:0044424	60.394	58	0.70224	1	58	5789	6714	intracellular part	"fbgn0001105,fbgn0039683,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0015903,fbgn0034566,fbgn0034202,fbgn0034205,fbgn0030687,fbgn0263747,fbgn0034454,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0030674,fbgn0050147,fbgn0038704,fbgn0024150,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0260934,fbgn0260938,fbgn0030662,fbgn0034231,fbgn0034237,fbgn0027093,fbgn0020299,fbgn0038205,fbgn0038202,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0034529,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0003435,fbgn0038223,fbgn0016694,fbgn0003392,fbgn0029006,fbgn0263391"
GO:0001736	2.354	2	0.70238	1	2	65	68	establishment of planar polarity	"fbgn0011817,fbgn0260934"
GO:0007164	2.354	2	0.70238	1	2	65	68	establishment of tissue polarity	"fbgn0011817,fbgn0260934"
GO:0030594	2.396	2	0.70356	1	2	59	59	neurotransmitter receptor activity	"fbgn0037546,fbgn0011582"
GO:0007346	2.38	2	0.70424	1	2	234	251	regulation of mitotic cell cycle	"fbgn0261786,fbgn0002914"
GO:0033043	5.799	5	0.70511	1	5	391	412	regulation of organelle organization	"fbgn0001105,fbgn0263197,fbgn0002914,fbgn0263667,fbgn0003392"
GO:0003674	113.282	112	0.70517	1	112	10318	12455	molecular_function	"fbgn0261786,fbgn0001105,fbgn0039684,fbgn0039683,fbgn0038237,fbgn0034553,fbgn0028382,fbgn0037546,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0030699,fbgn0263219,fbgn0259110,fbgn0015903,fbgn0034566,fbgn0028372,fbgn0034202,fbgn0040726,fbgn0034205,fbgn0026076,fbgn0030687,fbgn0034452,fbgn0263747,fbgn0050411,fbgn0034454,fbgn0034456,fbgn0034455,fbgn0030680,fbgn0034457,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0040730,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0053080,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0030715,fbgn0011761,fbgn0030674,fbgn0050147,fbgn0034861,fbgn0038704,fbgn0034225,fbgn0034500,fbgn0024150,fbgn0034869,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0030703,fbgn0030701,fbgn0260934,fbgn0034470,fbgn0034230,fbgn0034474,fbgn0030662,fbgn0034231,fbgn0030661,fbgn0030660,fbgn0034237,fbgn0034479,fbgn0034517,fbgn0027093,fbgn0034518,fbgn0265145,fbgn0266354,fbgn0265834,fbgn0262567,fbgn0264903,fbgn0038205,fbgn0262966,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0034530,fbgn0262570,fbgn0262571,fbgn0065035,fbgn0266098,fbgn0262170,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0262869,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0043536,fbgn0029006,fbgn0004364"
GO:0005815	1.166	1	0.70575	1	1	105	111	microtubule organizing center	fbgn0263197
GO:0001071	9.082	8	0.70586	1	8	380	401	nucleic acid binding transcription factor activity	"fbgn0039683,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0016694"
GO:0003700	9.082	8	0.70586	1	8	380	401	"transcription factor activity, sequence-specific DNA binding"	"fbgn0039683,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0016694"
GO:0031331	1.155	1	0.70611	1	1	73	78	positive regulation of cellular catabolic process	fbgn0052369
GO:0006325	2.436	2	0.70682	1	2	332	539	chromatin organization	"fbgn0003862,fbgn0263667"
GO:0032271	1.18	1	0.70806	1	1	56	57	regulation of protein polymerization	fbgn0003392
GO:0050896	22.86	21	0.70979	1	21	1733	1900	response to stimulus	"fbgn0034456,fbgn0034457,fbgn0011817,fbgn0023076,fbgn0030715,fbgn0011761,fbgn0038704,fbgn0024150,fbgn0260934,fbgn0034470,fbgn0260938,fbgn0034882,fbgn0011582,fbgn0263667,fbgn0262579,fbgn0065035,fbgn0014391,fbgn0028956,fbgn0016694,fbgn0003392,fbgn0004364"
GO:0032956	2.405	2	0.71116	1	2	89	92	regulation of actin cytoskeleton organization	"fbgn0001105,fbgn0003392"
GO:0009792	1.167	1	0.71136	1	1	48	99	embryo development ending in birth or egg hatching	fbgn0029006
GO:0005575	110.518	109	0.71261	1	109	10095	12199	cellular_component	"fbgn0001105,fbgn0039684,fbgn0039683,fbgn0038237,fbgn0028382,fbgn0037546,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0263219,fbgn0259110,fbgn0015903,fbgn0034566,fbgn0028372,fbgn0034202,fbgn0040726,fbgn0034205,fbgn0026076,fbgn0030687,fbgn0034452,fbgn0263747,fbgn0050411,fbgn0034454,fbgn0034456,fbgn0034455,fbgn0034457,fbgn0034218,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0040730,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0030715,fbgn0263113,fbgn0011761,fbgn0030674,fbgn0050147,fbgn0034861,fbgn0038704,fbgn0034500,fbgn0024150,fbgn0034869,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0030703,fbgn0030701,fbgn0260934,fbgn0034470,fbgn0034230,fbgn0260938,fbgn0034474,fbgn0030662,fbgn0034231,fbgn0030661,fbgn0034512,fbgn0034237,fbgn0034479,fbgn0034517,fbgn0027093,fbgn0265145,fbgn0020299,fbgn0265834,fbgn0262567,fbgn0264903,fbgn0038205,fbgn0262966,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0038202,fbgn0034885,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0034529,fbgn0263667,fbgn0262579,fbgn0034491,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0262571,fbgn0065035,fbgn0266098,fbgn0262170,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0262869,fbgn0016694,fbgn0003392,fbgn0043536,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0032970	2.415	2	0.71319	1	2	91	94	regulation of actin filament-based process	"fbgn0001105,fbgn0003392"
GO:0007264	1.215	1	0.71452	1	1	104	111	small GTPase mediated signal transduction	fbgn0016701
GO:0006351	1.206	1	0.71488	1	1	119	130	"transcription, DNA-templated"	fbgn0030687
GO:0097659	1.206	1	0.71488	1	1	119	130	nucleic acid-templated transcription	fbgn0030687
GO:0006915	1.146	1	0.71535	1	1	60	63	apoptotic process	fbgn0265487
GO:0008219	2.424	2	0.71741	1	2	125	130	cell death	"fbgn0265487,fbgn0003392"
GO:0007349	1.226	1	0.71796	1	1	100	129	cellularization	fbgn0003392
GO:0009058	8.149	7	0.71813	1	7	1095	1565	biosynthetic process	"fbgn0022710,fbgn0030687,fbgn0024150,fbgn0002914,fbgn0030662,fbgn0014391,fbgn0016694"
GO:0007298	3.626	3	0.72185	1	3	117	132	border follicle cell migration	"fbgn0015903,fbgn0260934,fbgn0003392"
GO:0010647	7.04	6	0.72256	1	6	367	403	positive regulation of cell communication	"fbgn0024187,fbgn0003463,fbgn0260934,fbgn0034230,fbgn0014391,fbgn0003392"
GO:0044702	18.817	17	0.72259	1	17	1046	1473	single organism reproductive process	"fbgn0261786,fbgn0015903,fbgn0016701,fbgn0003345,fbgn0003862,fbgn0004795,fbgn0003463,fbgn0011761,fbgn0002914,fbgn0260934,fbgn0034237,fbgn0020299,fbgn0027506,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0005975	2.522	2	0.72512	1	2	306	318	carbohydrate metabolic process	"fbgn0053080,fbgn0034521"
GO:0007005	1.25	1	0.72573	1	1	203	228	mitochondrion organization	fbgn0003392
GO:0009950	1.245	1	0.7266	1	1	58	69	dorsal/ventral axis specification	fbgn0003463
GO:0044719	1.188	1	0.72911	1	1	23	25	regulation of imaginal disc-derived wing size	fbgn0283508
GO:0016265	2.49	2	0.731	1	2	131	136	death	"fbgn0265487,fbgn0003392"
GO:1901361	1.257	1	0.73159	1	1	162	168	organic cyclic compound catabolic process	fbgn0034225
GO:0048167	1.205	1	0.73189	1	1	26	26	regulation of synaptic plasticity	fbgn0003392
GO:0030334	1.22	1	0.7321	1	1	34	37	regulation of cell migration	fbgn0034540
GO:2000145	1.222	1	0.73244	1	1	35	38	regulation of cell motility	fbgn0034540
GO:0050906	2.529	2	0.7355	1	2	157	163	detection of stimulus involved in sensory perception	"fbgn0030715,fbgn0024150"
GO:0004725	1.217	1	0.7383	1	1	38	38	protein tyrosine phosphatase activity	fbgn0027506
GO:1902533	3.742	3	0.73853	1	3	188	202	positive regulation of intracellular signal transduction	"fbgn0024187,fbgn0260934,fbgn0034230"
GO:0009893	13.721	12	0.7388	1	12	819	886	positive regulation of metabolic process	"fbgn0024187,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0002914,fbgn0034231,fbgn0263667,fbgn0052369,fbgn0016694,fbgn0029006"
GO:0022612	2.539	2	0.74079	1	2	75	77	gland morphogenesis	"fbgn0004795,fbgn0003392"
GO:0007435	2.539	2	0.74079	1	2	75	77	salivary gland morphogenesis	"fbgn0004795,fbgn0003392"
GO:0060541	3.759	3	0.74173	1	3	114	118	respiratory system development	"fbgn0015903,fbgn0020299,fbgn0003392"
GO:0007424	3.759	3	0.74173	1	3	114	118	open tracheal system development	"fbgn0015903,fbgn0020299,fbgn0003392"
GO:0051234	22.227	20	0.74214	1	20	1776	1874	establishment of localization	"fbgn0261786,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452,fbgn0263747,fbgn0016701,fbgn0030674,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0263667,fbgn0014391,fbgn0038223,fbgn0003392,fbgn0043536"
GO:0030162	1.316	1	0.74237	1	1	157	166	regulation of proteolysis	fbgn0052369
GO:0042749	1.295	1	0.7428	1	1	38	38	regulation of circadian sleep/wake cycle	fbgn0023076
GO:0031965	1.203	1	0.74326	1	1	35	36	nuclear membrane	fbgn0034205
GO:0030832	1.303	1	0.74334	1	1	54	55	regulation of actin filament length	fbgn0003392
GO:0008064	1.303	1	0.74334	1	1	54	55	regulation of actin polymerization or depolymerization	fbgn0003392
GO:0032589	1.221	1	0.7444	1	1	68	72	neuron projection membrane	fbgn0030715
GO:0016705	1.326	1	0.74441	1	1	150	158	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	fbgn0065035
GO:0043062	1.309	1	0.74515	1	1	58	62	extracellular structure organization	fbgn0003392
GO:0006461	2.603	2	0.74518	1	2	308	399	protein complex assembly	"fbgn0034566,fbgn0003392"
GO:0030865	1.306	1	0.74591	1	1	54	59	cortical cytoskeleton organization	fbgn0003392
GO:0031256	1.229	1	0.74667	1	1	69	73	leading edge membrane	fbgn0030715
GO:0042052	1.25	1	0.74675	1	1	34	35	rhabdomere development	fbgn0265487
GO:0010468	22.266	20	0.74687	1	20	1310	1480	regulation of gene expression	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0034237,fbgn0263667,fbgn0065035,fbgn0016694,fbgn0015524,fbgn0029006"
GO:0009798	2.596	2	0.74738	1	2	124	155	axis specification	"fbgn0003463,fbgn0260934"
GO:1902580	4.967	4	0.7479	1	4	404	444	single-organism cellular localization	"fbgn0034202,fbgn0034205,fbgn0260934,fbgn0003392"
GO:0005768	1.339	1	0.74915	1	1	134	145	endosome	fbgn0016701
GO:0000981	4.987	4	0.74958	1	4	188	206	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"fbgn0039683,fbgn0004795,fbgn0002914,fbgn0016694"
GO:0009611	1.324	1	0.75165	1	1	71	75	response to wounding	fbgn0262579
GO:0043254	1.342	1	0.75172	1	1	100	103	regulation of protein complex assembly	fbgn0003392
GO:0051057	1.307	1	0.75188	1	1	59	64	positive regulation of small GTPase mediated signal transduction	fbgn0034230
GO:0046579	1.307	1	0.75188	1	1	59	64	positive regulation of Ras protein signal transduction	fbgn0034230
GO:0006790	1.339	1	0.75263	1	1	141	148	sulfur compound metabolic process	fbgn0030662
GO:0048477	4.959	4	0.75273	1	4	213	310	oogenesis	"fbgn0004795,fbgn0020299,fbgn0027506,fbgn0263391"
GO:0007507	2.601	2	0.75295	1	2	59	61	heart development	"fbgn0015903,fbgn0020299"
GO:0042462	2.583	2	0.75357	1	2	51	55	eye photoreceptor cell development	"fbgn0266098,fbgn0038223"
GO:0003713	1.296	1	0.75373	1	1	60	66	transcription coactivator activity	fbgn0263667
GO:0007292	4.967	4	0.7538	1	4	215	312	female gamete generation	"fbgn0004795,fbgn0020299,fbgn0027506,fbgn0263391"
GO:0051338	2.627	2	0.75477	1	2	144	150	regulation of transferase activity	"fbgn0024187,fbgn0034231"
GO:0006909	2.659	2	0.75564	1	2	210	216	phagocytosis	"fbgn0028382,fbgn0263667"
GO:0045214	1.292	1	0.75605	1	1	32	33	sarcomere organization	fbgn0263391
GO:1901990	1.313	1	0.75654	1	1	140	151	regulation of mitotic cell cycle phase transition	fbgn0002914
GO:2000027	2.638	2	0.75671	1	2	88	92	regulation of organ morphogenesis	"fbgn0003345,fbgn0260934"
GO:0001667	6.149	5	0.75752	1	5	169	234	ameboidal-type cell migration	"fbgn0015903,fbgn0260934,fbgn0020299,fbgn0003392,fbgn0004364"
GO:0044765	19.288	17	0.7576	1	17	1529	1610	single-organism transport	"fbgn0261786,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452,fbgn0263747,fbgn0030674,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0263667,fbgn0014391,fbgn0003392"
GO:1901987	1.324	1	0.75907	1	1	143	154	regulation of cell cycle phase transition	fbgn0002914
GO:0030010	1.306	1	0.76203	1	1	34	35	establishment of cell polarity	fbgn0260934
GO:0033044	1.384	1	0.76229	1	1	139	148	regulation of chromosome organization	fbgn0263667
GO:2000241	1.36	1	0.76271	1	1	80	82	regulation of reproductive process	fbgn0260934
GO:0046843	1.335	1	0.76321	1	1	48	55	dorsal appendage formation	fbgn0003392
GO:0048585	8.494	7	0.76544	1	7	352	371	negative regulation of response to stimulus	"fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003463,fbgn0260938,fbgn0034540,fbgn0029006"
GO:0022857	9.665	8	0.76652	1	8	669	711	transmembrane transporter activity	"fbgn0263747,fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885"
GO:0030537	1.393	1	0.76711	1	1	49	66	larval behavior	fbgn0003392
GO:0022891	8.569	7	0.76713	1	7	572	610	substrate-specific transmembrane transporter activity	"fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885"
GO:0031032	2.665	2	0.76713	1	2	74	78	actomyosin structure organization	"fbgn0003392,fbgn0263391"
GO:0032774	1.408	1	0.76718	1	1	183	226	RNA biosynthetic process	fbgn0030687
GO:0071705	1.46	1	0.76801	1	1	184	196	nitrogen compound transport	fbgn0030674
GO:0048598	5.114	4	0.76895	1	4	183	223	embryonic morphogenesis	"fbgn0001105,fbgn0020299,fbgn0029006,fbgn0004364"
GO:0022804	2.749	2	0.76915	1	2	250	271	active transmembrane transporter activity	"fbgn0263747,fbgn0034479"
GO:0031253	1.324	1	0.76996	1	1	80	85	cell projection membrane	fbgn0030715
GO:0050795	3.899	3	0.77221	1	3	105	115	regulation of behavior	"fbgn0023076,fbgn0011582,fbgn0034540"
GO:0051179	25.811	23	0.77231	1	23	1974	2101	localization	"fbgn0261786,fbgn0001105,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452,fbgn0263747,fbgn0016701,fbgn0030674,fbgn0263197,fbgn0030707,fbgn0260934,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0263667,fbgn0014391,fbgn0038223,fbgn0003392,fbgn0043536"
GO:0003676	21.552	19	0.77231	1	19	1623	2128	nucleic acid binding	"fbgn0039683,fbgn0028382,fbgn0015903,fbgn0030687,fbgn0030680,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0024321,fbgn0038704,fbgn0267791,fbgn0002914,fbgn0034237,fbgn0015949,fbgn0003435,fbgn0016694,fbgn0015524"
GO:0008354	1.409	1	0.77465	1	1	47	51	germ cell migration	fbgn0003862
GO:0009968	7.44	6	0.77541	1	6	288	303	negative regulation of signal transduction	"fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003463,fbgn0260938,fbgn0029006"
GO:0042461	2.715	2	0.77766	1	2	58	63	photoreceptor cell development	"fbgn0266098,fbgn0038223"
GO:0045211	1.409	1	0.77828	1	1	34	40	postsynaptic membrane	fbgn0003392
GO:0035220	1.45	1	0.77896	1	1	82	91	wing disc development	fbgn0003345
GO:0007476	3.985	3	0.77922	1	3	111	128	imaginal disc-derived wing morphogenesis	"fbgn0011817,fbgn0003345,fbgn0034876"
GO:0016887	2.809	2	0.77934	1	2	310	331	ATPase activity	"fbgn0263747,fbgn0038205"
GO:0043195	1.437	1	0.77962	1	1	53	56	terminal bouton	fbgn0260934
GO:0022412	14.165	12	0.78224	1	12	681	879	cellular process involved in reproduction in multicellular organism	"fbgn0015903,fbgn0016701,fbgn0003862,fbgn0004795,fbgn0002914,fbgn0260934,fbgn0034237,fbgn0020299,fbgn0027506,fbgn0003392,fbgn0263391,fbgn0004364"
GO:0006355	17.441	15	0.78248	1	15	993	1125	"regulation of transcription, DNA-templated"	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0263667,fbgn0016694,fbgn0015524"
GO:2001141	17.441	15	0.78248	1	15	993	1125	regulation of RNA biosynthetic process	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0263667,fbgn0016694,fbgn0015524"
GO:1903506	17.441	15	0.78248	1	15	993	1125	regulation of nucleic acid-templated transcription	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0263667,fbgn0016694,fbgn0015524"
GO:0003730	1.354	1	0.78302	1	1	28	33	mRNA 3'-UTR binding	fbgn0015903
GO:0020037	1.442	1	0.78357	1	1	124	135	heme binding	fbgn0030703
GO:0030018	1.4	1	0.78496	1	1	34	38	Z disc	fbgn0265487
GO:0043228	8.659	7	0.78505	1	7	714	875	non-membrane-bounded organelle	"fbgn0003862,fbgn0263197,fbgn0002914,fbgn0263667,fbgn0034491,fbgn0003392,fbgn0263391"
GO:0043232	8.659	7	0.78505	1	7	714	875	intracellular non-membrane-bounded organelle	"fbgn0003862,fbgn0263197,fbgn0002914,fbgn0263667,fbgn0034491,fbgn0003392,fbgn0263391"
GO:0005576	5.208	4	0.78506	1	4	468	510	extracellular region	"fbgn0039684,fbgn0034470,fbgn0034474,fbgn0043536"
GO:0019219	19.607	17	0.78514	1	17	1146	1287	regulation of nucleobase-containing compound metabolic process	"fbgn0039683,fbgn0030699,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0263667,fbgn0034495,fbgn0016694,fbgn0015524"
GO:0007605	1.473	1	0.78572	1	1	62	69	sensory perception of sound	fbgn0034566
GO:0046906	1.451	1	0.78574	1	1	125	136	tetrapyrrole binding	fbgn0030703
GO:0046331	4.037	3	0.78661	1	3	193	207	lateral inhibition	"fbgn0086604,fbgn0014391,fbgn0015524"
GO:0001932	4.08	3	0.78947	1	3	228	241	regulation of protein phosphorylation	"fbgn0024187,fbgn0260934,fbgn0003392"
GO:0045168	4.061	3	0.79018	1	3	194	208	cell-cell signaling involved in cell fate commitment	"fbgn0086604,fbgn0014391,fbgn0015524"
GO:0001751	1.416	1	0.79059	1	1	42	44	compound eye photoreceptor cell differentiation	fbgn0265487
GO:0009952	1.487	1	0.79126	1	1	42	49	anterior/posterior pattern specification	fbgn0004795
GO:0004702	1.486	1	0.79164	1	1	55	58	receptor signaling protein serine/threonine kinase activity	fbgn0011817
GO:0046716	1.366	1	0.79324	1	1	26	43	muscle cell cellular homeostasis	fbgn0265487
GO:0038023	8.761	7	0.79374	1	7	351	366	signaling receptor activity	"fbgn0037546,fbgn0030715,fbgn0030707,fbgn0264339,fbgn0011582,fbgn0028956,fbgn0004364"
GO:0008514	1.572	1	0.79447	1	1	144	150	organic anion transmembrane transporter activity	fbgn0034479
